"","country","points","price","province","title","variety","winery"
"1624","France",86,NA,"Bordeaux","Clarendelle 2009  Bordeaux","Bordeaux-style Red Blend","Clarendelle"
"1625","Italy",88,24,"Piedmont","Damilano 2007  Nebbiolo d'Alba","Nebbiolo","Damilano"
"1626","France",92,80,"Burgundy","Manuel Olivier 2012 Les Damaudes  (Vosne-Romanée)","Pinot Noir","Manuel Olivier"
"1627","US",93,42,"Oregon","Trisaetum 2016 Estates Reserve Dry Riesling (Willamette Valley)","Riesling","Trisaetum"
"1628","US",89,75,"California","Maldonado 2012 Los Olivos Vineyard Syrah (Napa Valley)","Syrah","Maldonado"
"1629","Italy",85,18,"Central Italy","Fattoria Moretto 2013 Amabile  (Lambrusco Grasparossa di Castelvetro)","Lambrusco Grasparossa","Fattoria Moretto"
"1630","Italy",88,20,"Veneto","Mionetto NV Extra Dry  (Valdobbiadene Prosecco Superiore)","Glera","Mionetto"
"1631","Italy",87,45,"Piedmont","Francesco Rinaldi 2014  Barbaresco","Nebbiolo","Francesco Rinaldi"
"1632","US",84,13,"California","Sonoma Creek 2006 Cabernet Sauvignon (Dry Creek Valley)","Cabernet Sauvignon","Sonoma Creek"
"1633","US",93,90,"Oregon","Domaine Serene 2012 Côte Sud Vineyard Pinot Noir (Dundee Hills)","Pinot Noir","Domaine Serene"
"1634","Italy",87,35,"Veneto","Rubinelli Vajol 2009  Valpolicella Classico Superiore Ripasso","Corvina, Rondinella, Molinara","Rubinelli Vajol"
"1635","US",89,21,"California","Talbott 2013 Kali Hart Estate Grown Pinot Noir (Monterey County)","Pinot Noir","Talbott"
"1636","US",88,18,"California","Clos La Chance 2005 Crimson Topaz Meritage (Central Coast)","Meritage","Clos La Chance"
"1637","England",92,45,"England","Hattingley Valley Wines NV Classic Reserve Sparkling (England)","Sparkling Blend","Hattingley Valley Wines"
"1638","France",90,50,"Burgundy","Château de Beauregard 2015 Vers Cras  (Pouilly-Fuissé)","Chardonnay","Château de Beauregard"
"1639","US",86,30,"California","Lyeth 2011 Chronology Cabernet Sauvignon (Sonoma County)","Cabernet Sauvignon","Lyeth"
"1640","Germany",89,14,"Mosel","Leonard Kreusch 2016 Piesporter Michelsberg Spätlese Riesling (Mosel)","Riesling","Leonard Kreusch"
"1641","Italy",88,50,"Piedmont","Giribaldi 2005  Barbaresco","Nebbiolo","Giribaldi"
"1642","Portugal",84,20,"Bairrada","Tiago Teles 2012 Gilda Red (Bairrada)","Portuguese Red","Tiago Teles"
"1643","US",90,16,"New York","Kelby James Russell 2015 Dry Rosé (Finger Lakes)","Rosé","Kelby James Russell"
"1644","France",88,29,"Bordeaux","Château Paveil de Luze 2013  Margaux","Bordeaux-style Red Blend","Château Paveil de Luze"
"1645","New Zealand",89,37,"Central Otago","Prophet's Rock 2007 Pinot Noir (Central Otago)","Pinot Noir","Prophet's Rock"
"1646","Spain",91,30,"Northern Spain","Casado Morales 2011 EME Monovarietal Alavesa  (Rioja)","Graciano","Casado Morales"
"1647","US",89,25,"Oregon","Plaisance Ranch 2012 Papa Joe's Private Stash Tempranillo (Applegate Valley)","Tempranillo","Plaisance Ranch"
"1648","US",90,30,"Washington","Otis Kenyon 2008 Syrah (Walla Walla Valley (WA))","Syrah","Otis Kenyon"
"1649","Spain",92,50,"Northern Spain","Benjamin de Rothschild & Vega Sicilia SA 2009 Macán Clásico  (Rioja)","Tempranillo Blend","Benjamin de Rothschild & Vega Sicilia SA"
"1650","US",95,75,"California","Keller Estate 2007 Precioso Pinot Noir (Sonoma Coast)","Pinot Noir","Keller Estate"
"1651","Australia",92,70,"South Australia","Wirra Wirra 2012 RSW Shiraz (McLaren Vale)","Shiraz","Wirra Wirra"
"1652","Italy",85,80,"Piedmont","Stroppiana 2009 Vigna San Giacomo  (Barolo)","Nebbiolo","Stroppiana"
"1653","France",93,55,"Bordeaux","Vignobles K 2014 Badine de la Patache  (Pomerol)","Bordeaux-style Red Blend","Vignobles K"
"1654","US",84,36,"California","Titus 2007 Cabernet Franc (Napa Valley)","Cabernet Franc","Titus"
"1655","US",95,78,"California","Williams Selyem 2012 Hirsch Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Williams Selyem"
"1656","Australia",88,NA,"Western Australia","Mad Fish 2006 Riesling (Western Australia)","Riesling","Mad Fish"
"1657","US",92,45,"California","Williams Selyem 2005 Forchini Vineyard Zinfandel (Russian River Valley)","Zinfandel","Williams Selyem"
"1658","Italy",91,38,"Northeastern Italy","Cantina Produttori San Michele Appiano 2011 Sanct Valentin Sauvignon (Alto Adige)","Sauvignon","Cantina Produttori San Michele Appiano"
"1659","Italy",88,15,"Northeastern Italy","Tiefenbrunner 2009 Chardonnay (Alto Adige)","Chardonnay","Tiefenbrunner"
"1660","US",89,30,"California","Bucher 2015 Unoaked Chardonnay (Russian River Valley)","Chardonnay","Bucher"
"1661","US",88,20,"California","Guenoc 2014 Cabernet Sauvignon (Lake County)","Cabernet Sauvignon","Guenoc"
"1662","US",92,30,"California","Chappellet 2010 Signature Chenin Blanc (Napa Valley)","Chenin Blanc","Chappellet"
"1663","France",90,44,"Alsace","Kuentz-Bas 2013 Eichberg Grand Cru Pinot Gris (Alsace)","Pinot Gris","Kuentz-Bas"
"1664","US",92,37,"California","Gloria Ferrer 2008 Royal Cuvée Brut Sparkling (Carneros)","Sparkling Blend","Gloria Ferrer"
"1665","Italy",88,19,"Northeastern Italy","Andriano 2011 Pinot Bianco (Alto Adige)","Pinot Bianco","Andriano"
"1666","Greece",84,20,"Amindeo","Ioannis Hatzis 2004 Xinomavro (Amindeo)","Xinomavro","Ioannis Hatzis"
"1667","US",93,48,"California","Siduri 2009 Van der Kamp Vineyard Pinot Noir (Sonoma Mountain)","Pinot Noir","Siduri"
"1668","Austria",91,25,"Thermenregion","Stift Klosterneuburg 2013 Zierfandler-Rotgipfler (Thermenregion)","Zierfandler-Rotgipfler","Stift Klosterneuburg"
"1669","France",89,30,"Bordeaux","Château Frédignac 2014 Favorite  (Blaye Côtes de Bordeaux)","Bordeaux-style Red Blend","Château Frédignac"
"1670","Portugal",90,22,"Douro","CARM 2013 Reserva Red (Douro)","Portuguese Red","CARM"
"1671","US",91,59,"California","La Fenêtre 2008 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","La Fenêtre"
"1672","US",87,15,"California","Fess Parker 2016 Riesling (Santa Barbara County)","Riesling","Fess Parker"
"1673","US",90,28,"California","Four Lanterns 2015 Lamplight Viognier (Paso Robles Willow Creek District)","Viognier","Four Lanterns"
"1674","Turkey",87,15,"Thrace","Suvla 2012 Karasakiz Rosé (Thrace)","Rosé","Suvla"
"1675","Chile",89,15,"Colchagua Valley","Emiliana 2009 Novas Limited Selection Carmenère-Cabernet Sauvignon (Colchagua Valley)","Carmenère-Cabernet Sauvignon","Emiliana"
"1676","US",89,45,"California","Drew 2012 Fog-Eater Pinot Noir (Anderson Valley)","Pinot Noir","Drew"
"1677","US",87,24,"California","McFadden 2010 Old Vine-40th Anniversary Edition Zinfandel (Mendocino)","Zinfandel","McFadden"
"1678","US",90,38,"California","Quivira 2013 Montepulciano-Sangiovese Red (Dry Creek Valley)","Red Blend","Quivira"
"1679","US",90,30,"California","Baileyana 2009 Grand Firepeak Cuvée Chardonnay (Edna Valley)","Chardonnay","Baileyana"
"1680","Chile",86,9,"Casablanca Valley","Calama 2002 Chardonnay (Casablanca Valley)","Chardonnay","Calama"
"1681","Spain",87,13,"Northern Spain","Bodegas Franco-Españolas 2011 Rioja Bordón Crianza  (Rioja)","Tempranillo-Garnacha","Bodegas Franco-Españolas"
"1682","France",89,NA,"Beaujolais","Gaël Martin 2009 En Pressins  (Saint-Amour)","Gamay","Gaël Martin"
"1683","Italy",87,NA,"Piedmont","Deltetto 2006 Braja Riserva  (Roero)","Nebbiolo","Deltetto"
"1684","France",87,20,"Provence","Château de Berne 2014 Impatience Rosé (Côtes de Provence)","Rosé","Château de Berne"
"1685","US",88,28,"California","Brick & Mortar 2016 Vin Rubis Pinot-Chardonnay (Napa Valley)","Pinot-Chardonnay","Brick & Mortar"
"1686","South Africa",89,15,"Western Cape","Guardian Peak 2006 Shiraz (Western Cape)","Shiraz","Guardian Peak"
"1687","Chile",92,50,"Maipo Valley","Viña Chocalan 2011 Alexia Red (Maipo Valley)","Bordeaux-style Red Blend","Viña Chocalan"
"1688","US",84,40,"California","Bell 2004 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Bell"
"1689","France",87,32,"Burgundy","Domaine Laroche 2014 Saint-Martin  (Chablis)","Chardonnay","Domaine Laroche"
"1690","US",85,28,"California","Kaena 2013 La Presa Vineyard Grenache Blanc (Santa Ynez Valley)","Grenache Blanc","Kaena"
"1691","US",90,45,"Washington","W.T. Vintners 2012 Damavian Les Collines Vineyard Syrah (Walla Walla Valley (WA))","Syrah","W.T. Vintners"
"1692","France",88,18,"Loire Valley","Château Moncontour NV Brut Sparkling (Crémant de Loire)","Sparkling Blend","Château Moncontour"
"1693","Italy",88,30,"Piedmont","Cascina Bretta Rossa 2011 Cuvéè Leonora Rosé Pinot Nero (Alta Langa)","Pinot Nero","Cascina Bretta Rossa"
"1694","US",89,32,"California","Raymond 2014 Small Lot Collection White Meritage (Napa Valley)","Meritage","Raymond"
"1695","US",87,20,"California","Gustafson Family 2014 Heritage Tree Vineyard Estate Rosé of Syrah (Dry Creek Valley)","Syrah","Gustafson Family"
"1696","US",92,18,"Washington","Woodinville Wine Cellars 2012 Sauvignon Blanc (Columbia Valley (WA))","Sauvignon Blanc","Woodinville Wine Cellars"
"1697","France",88,15,"Rhône Valley","Mas Oncle Ernest 2008 Instant Présent Red (Ventoux)","Rhône-style Red Blend","Mas Oncle Ernest"
"1698","US",87,25,"California","Hanna 2011 Estate Grown Chardonnay (Russian River Valley)","Chardonnay","Hanna"
"1699","France",87,10,"Southwest France","Château Saint-Sernin 2012 Malbec-Merlot (Cahors)","Malbec-Merlot","Château Saint-Sernin"
"1700","France",85,10,"Beaujolais","Barton & Guestier 2013 Passeport  (Beaujolais)","Gamay","Barton & Guestier"
"1701","France",91,26,"Alsace","Domaine Zind-Humbrecht 2015 Turckheim Muscat (Alsace)","Muscat","Domaine Zind-Humbrecht"
"1702","Italy",91,NA,"Piedmont","Montaribaldi 2009 Palazzina  (Barbaresco)","Nebbiolo","Montaribaldi"
"1703","Italy",87,16,"Sicily & Sardinia","Feudo Disisa 2009 Nero d'Avola (Sicilia)","Nero d'Avola","Feudo Disisa"
"1704","Italy",86,NA,"Veneto","Cantine Benedetti 2006 Croce del Gal  (Valpolicella Classico Superiore Ripasso)","Corvina, Rondinella, Molinara","Cantine Benedetti"
"1705","Austria",92,36,"Weinland Österreich","Weszeli 2016 Besse Fleur Riesling (Weinland Österreich)","Riesling","Weszeli"
"1706","US",85,25,"Oregon","Velocity Wine Cellars 2005 Velocity Red Red (Rogue Valley)","Red Blend","Velocity Wine Cellars"
"1707","France",85,14,"Beaujolais","Louis Jadot 2013 Cuvée Deux  (Beaujolais)","Gamay","Louis Jadot"
"1708","Spain",93,75,"Northern Spain","Livius 2010  Rioja","Tempranillo","Livius"
"1709","Italy",91,65,"Veneto","Moletto 2003 Solamini et Amicis Passito Sauvignon (Veneto)","Sauvignon","Moletto"
"1710","Argentina",88,20,"Mendoza Province","Valentin Bianchi 2012 Famiglia Bianchi Cabernet Sauvignon","Cabernet Sauvignon","Valentin Bianchi"
"1711","Chile",84,12,"Limarí Valley","La Playa 2014 Block Selection Tinga Reserve Pinot Noir (Limarí Valley)","Pinot Noir","La Playa"
"1712","US",91,20,"California","Paul Dolan 2015 Cabernet Sauvignon (Mendocino County)","Cabernet Sauvignon","Paul Dolan"
"1713","France",86,NA,"Provence","Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2013 Saint-Roch les Vignes Rosé (Côtes de Provence)","Rosé","Les Maîtres Vignerons de la Presqu'île de Saint-Tropez"
"1714","Italy",90,45,"Piedmont","Rivetti Massimo 2004 Froi  (Barbaresco)","Nebbiolo","Rivetti Massimo"
"1715","Spain",89,25,"Northern Spain","Bodegas San Valero 2012 Viñas Centenarias Garnacha (Cariñena)","Garnacha","Bodegas San Valero"
"1716","US",87,40,"California","Lucia 2010 Chardonnay (Santa Lucia Highlands)","Chardonnay","Lucia"
"1717","Italy",92,101,"Piedmont","Michele Chiarlo 2011 Cannubi  (Barolo)","Nebbiolo","Michele Chiarlo"
"1718","France",95,130,"Bordeaux","Vieux Château Mazerat 2010  Saint-Émilion","Bordeaux-style Red Blend","Vieux Château Mazerat"
"1719","France",88,20,"France Other","Domaine Petroni 2014 Red (Corse)","Red Blend","Domaine Petroni"
"1720","France",89,26,"Languedoc-Roussillon","Château de Lancyre 2009 Vieilles Vignes Red (Coteaux du Languedoc Pic Saint Loup)","Rhône-style Red Blend","Château de Lancyre"
"1721","US",90,85,"Oregon","Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains)","Pinot Noir","Beacon Hill"
"1722","Spain",92,50,"Catalonia","Casa Gran del Siurana 2010 Gran Cruor Red (Priorat)","Red Blend","Casa Gran del Siurana"
"1723","Italy",90,33,"Sicily & Sardinia","Feudo Maccari 2013 Saia Nero d'Avola (Sicilia)","Nero d'Avola","Feudo Maccari"
"1724","France",88,37,"Loire Valley","Domaine Vacheron 2013  Sancerre","Sauvignon Blanc","Domaine Vacheron"
"1725","Italy",89,NA,"Piedmont","La Spinosa Alta 2007 La Punta  (Barbera del Monferrato Superiore)","Barbera","La Spinosa Alta"
"1726","Italy",88,25,"Central Italy","Umani Ronchi 2004 Plenio Riserva  (Verdicchio dei Castelli di Jesi Classico)","Verdicchio","Umani Ronchi"
"1727","Italy",94,69,"Sicily & Sardinia","Capichera 2013 VT Vermentino (Isola dei Nuraghi)","Vermentino","Capichera"
"1728","Austria",85,44,"Österreichischer Sekt","Bründlmayer NV Extra Brut Sparkling (Österreichischer Sekt)","Sparkling Blend","Bründlmayer"
"1729","US",90,66,"California","Maggy Hawk 2009 Hawkster Pinot Noir (Anderson Valley)","Pinot Noir","Maggy Hawk"
"1730","Chile",81,9,"Maule Valley","Sundance 2011 Chardonnay (Maule Valley)","Chardonnay","Sundance"
"1731","Germany",90,18,"Rheinhessen","Wittmann 2015 100 Hills Dry Riesling (Rheinhessen)","Riesling","Wittmann"
"1732","US",90,15,"California","Whiplash 2015 Red (California)","Red Blend","Whiplash"
"1733","US",88,28,"California","Page Mill Winery 2012 Côté Vineyard Merlot (San Francisco Bay)","Merlot","Page Mill Winery"
"1734","US",88,25,"California","Zaca Mesa 2012 Syrah (Santa Ynez Valley)","Syrah","Zaca Mesa"
"1735","US",90,40,"California","Black Stallion 2012 Limited Release Syrah (Napa Valley)","Syrah","Black Stallion"
"1736","Austria",90,34,"Südoststeiermark","Winkler-Hermaden 2006 Kirchleiten Sauvignon Blanc (Südoststeiermark)","Sauvignon Blanc","Winkler-Hermaden"
"1737","US",87,45,"California","Domaine Georg Rafael Vineyards 2006 Cabernet Sauvignon (Oak Knoll District)","Cabernet Sauvignon","Domaine Georg Rafael Vineyards"
"1738","Australia",90,35,"South Australia","Mitolo 2012 7th Son Grenache-Shiraz (McLaren Vale)","Grenache-Shiraz","Mitolo"
"1739","France",86,15,"Bordeaux","Château la Freynelle 2014  Bordeaux","Bordeaux-style Red Blend","Château la Freynelle"
"1740","US",87,18,"California","Ehret 2011 White Table Wine Meritage (Knights Valley)","Meritage","Ehret"
"1741","Spain",84,15,"Northern Spain","Matiz 2010 Roble  (Ribera del Duero)","Tempranillo","Matiz"
"1742","France",92,NA,"Beaujolais","Château des Jacques 2011 Clos de Rochegrès  (Moulin-à-Vent)","Gamay","Château des Jacques"
"1743","Italy",91,49,"Piedmont","Sordo 2013 Parussi  (Barolo)","Nebbiolo","Sordo"
"1744","Italy",87,40,"Lombardy","Rainoldi 2010 Inferno Riserva  (Valtellina Superiore)","Nebbiolo","Rainoldi"
"1745","US",90,38,"California","Monticello Vineyards 2005 Estate Syrah (Oak Knoll District)","Syrah","Monticello Vineyards"
"1746","US",94,64,"California","Testarossa 2014 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Testarossa"
"1747","Germany",87,17,"Mosel","Leonard Kreusch 2012 Piesporter Goldtröpfchen Riesling (Mosel)","Riesling","Leonard Kreusch"
"1748","US",92,75,"California","Super Sonoman 2007 Meritage (Sonoma County)","Meritage","Super Sonoman"
"1749","Italy",88,21,"Northeastern Italy","Colterenzio 2007 Prail Sauvignon (Alto Adige)","Sauvignon","Colterenzio"
"1750","US",90,35,"California","Domaine Eden 2010 Cabernet Sauvignon (Santa Cruz Mountains)","Cabernet Sauvignon","Domaine Eden"
"1751","Spain",86,17,"Catalonia","Zerran 2011 Garnatxa Blanca Garnacha Blanca (Montsant)","Garnacha Blanca","Zerran"
"1752","Italy",88,18,"Piedmont","Negro Angelo e Figli 2015 Serra Lupini  (Roero)","Arneis","Negro Angelo e Figli"
"1753","US",88,75,"California","Adelaida 2009 Viking Estate Vineyard Reserve Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Adelaida"
"1754","Italy",90,40,"Southern Italy","Feudi di San Gregorio 2012  Taurasi","Aglianico","Feudi di San Gregorio"
"1755","Chile",83,13,"Central Valley","Maniña 2009 Sauvignon Blanc (Central Valley)","Sauvignon Blanc","Maniña"
"1756","France",90,20,"Provence","Domaine Houchart 2014 Tête de Cuvée Rosé (Côtes de Provence)","Rosé","Domaine Houchart"
"1757","US",92,28,"California","Smith-Madrone 2006 Chardonnay (Spring Mountain District)","Chardonnay","Smith-Madrone"
"1758","US",85,12,"California","Stephen Vincent 2009 Sauvignon Blanc (Lake County)","Sauvignon Blanc","Stephen Vincent"
"1759","Italy",86,16,"Veneto","La Farra NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","La Farra"
"1760","US",88,16,"Oregon","Sineann 2007 Red Table Wine Red (Oregon)","Red Blend","Sineann"
"1761","US",83,26,"California","Sebastiani 2012 Merlot (Alexander Valley)","Merlot","Sebastiani"
"1762","US",90,20,"California","Newlan 1999 Merlot (Napa Valley)","Merlot","Newlan"
"1763","Germany",95,182,"Rheingau","Robert Weil 2012 Kiedrich Gräfenberg Auslese Riesling (Rheingau)","Riesling","Robert Weil"
"1764","US",87,26,"Washington","French Creek 2012 Wente Clone Old Vine Chardonnay (Yakima Valley)","Chardonnay","French Creek"
"1765","US",94,219,"California","Dominus 2014 Estate Bottled Red (Yountville)","Bordeaux-style Red Blend","Dominus"
"1766","US",91,30,"California","Kendall-Jackson 2013 Jackson Estate Pinot Noir (Anderson Valley)","Pinot Noir","Kendall-Jackson"
"1767","France",89,NA,"Bordeaux","Château Plince 2009 Barrel sample  (Pomerol)","Bordeaux-style Red Blend","Château Plince"
"1768","Italy",92,NA,"Veneto","Domìni Veneti 2000  Amarone della Valpolicella Classico","Corvina, Rondinella, Molinara","Domìni Veneti"
"1769","France",92,NA,"Bordeaux","Château Palmer 2012 Alter Ego de Château Palmer Barrel Sample  (Margaux)","Bordeaux-style Red Blend","Château Palmer"
"1770","US",95,30,"California","Easton 2014 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown)","Zinfandel","Easton"
"1771","Portugal",94,50,"Dão","Casa da Passarella 2013 O Fugitivo Vinhas Centenárias Red (Dão)","Portuguese Red","Casa da Passarella"
"1772","US",84,38,"California","Hanna 2014 Red Ranch Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Hanna"
"1773","Germany",89,31,"Mosel","Reichsgraf von Kesselstatt 2012 Graach Josephshöfer GL Kabinett Riesling (Mosel)","Riesling","Reichsgraf von Kesselstatt"
"1774","France",92,100,"Burgundy","Domaine Pierre Labet 2013 Les Tillets  (Meursault)","Chardonnay","Domaine Pierre Labet"
"1775","France",89,83,"Burgundy","L. Tramier & Fils 2015 Laurent Dufouleur  (Nuits-St.-Georges)","Pinot Noir","L. Tramier & Fils"
"1776","Italy",85,10,"Piedmont","Luccio 2011  Moscato d'Asti","Moscato","Luccio"
"1777","France",93,NA,"Bordeaux","Château Trottevieille 2011  Saint-Émilion","Bordeaux-style Red Blend","Château Trottevieille"
"1778","France",88,17,"Alsace","La Cave des Vignerons de Pfaffenheim 2014 Gentil White (Alsace)","White Blend","La Cave des Vignerons de Pfaffenheim"
"1779","France",89,18,"Beaujolais","Domaines Dominique Piron 2009 Combiaty  (Brouilly)","Gamay","Domaines Dominique Piron"
"1780","US",86,15,"Idaho","Sawtooth 2011 Sawtooth Estate Vineyard Chardonnay","Chardonnay","Sawtooth"
"1781","US",89,38,"California","Ms. Behave 2014 Malbec (Paso Robles)","Malbec","Ms. Behave"
"1782","US",86,25,"California","Oberon 2010 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Oberon"
"1783","France",89,17,"Southwest France","Georges Vigouroux 2014 Château Léret Reserve Malbec (Cahors)","Malbec","Georges Vigouroux"
"1784","US",88,20,"Washington","L'Ecole No. 41 2011 Alder Ridge Vineyard  Rosé Grenache (Horse Heaven Hills)","Grenache","L'Ecole No. 41"
"1785","US",87,28,"California","William Hill Estate 2007 Merlot (Napa Valley)","Merlot","William Hill Estate"
"1786","US",85,19,"New York","Raphael 2007 Estate Merlot (North Fork of Long Island)","Merlot","Raphael"
"1787","US",86,40,"California","Zaca Mesa 2004 Z Three Red Wine Red (Santa Ynez Valley)","Rhône-style Red Blend","Zaca Mesa"
"1788","Portugal",93,35,"Dão","Casa da Passarella 2010 O Oenólogo Vinhas Velhas Red (Dão)","Portuguese Red","Casa da Passarella"
"1789","US",93,47,"California","Pride Mountain 2009 Vintner Select Cuvée Chardonnay (Napa Valley)","Chardonnay","Pride Mountain"
"1790","Italy",88,30,"Sicily & Sardinia","Tenute Soletta 2011 Chimera  (Vermentino di Sardegna)","Vermentino","Tenute Soletta"
"1791","Italy",92,50,"Tuscany","San Lorenzo 2007 Bramante  (Brunello di Montalcino)","Sangiovese Grosso","San Lorenzo"
"1792","US",90,60,"California","Cornerstone 2009 Red (Napa Valley)","Red Blend","Cornerstone"
"1793","US",87,25,"Oregon","Cristom 1998 Mt. Jefferson Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Cristom"
"1794","Spain",83,34,"Northern Spain","Juan Carlos Sancha 2011 Ad Libitum Tempranillo Blanco (Rioja)","Tempranillo Blanco","Juan Carlos Sancha"
"1795","Spain",88,50,"Northern Spain","Burgo Viejo 2011 Licenciado Reserva  (Rioja)","Tempranillo","Burgo Viejo"
"1796","Portugal",86,12,"Vinho Verde","Vila Nova 2015 White (Vinho Verde)","Portuguese White","Vila Nova"
"1797","Italy",85,13,"Sicily & Sardinia","Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia)","Grillo","Tasca d'Almerita"
"1798","Italy",90,19,"Lombardy","Tenuta Roveglia 2012 Limne  (Lugana)","Turbiana","Tenuta Roveglia"
"1799","Portugal",90,21,"Alentejano","J. Portugal Ramos 2012 Vila Santa Branco Reserva White (Alentejano)","Portuguese White","J. Portugal Ramos"
"1800","France",88,30,"Loire Valley","Domaine Fouassier 2015 Sur le Fort  (Sancerre)","Sauvignon Blanc","Domaine Fouassier"
"1801","US",85,32,"California","Las Positas 2011 Estate Bottled Syrah (Livermore Valley)","Syrah","Las Positas"
"1802","Austria",90,30,"Österreichischer Sekt","Steininger 2014 Brut Sparkling (Österreichischer Sekt)","Sparkling Blend","Steininger"
"1803","US",92,260,"California","Stag's Leap Wine Cellars 2013 Cask 23 Estate Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Stag's Leap Wine Cellars"
"1804","US",89,22,"Washington","Chateau Ste. Michelle 2011 Canoe Ridge Estate Chardonnay (Horse Heaven Hills)","Chardonnay","Chateau Ste. Michelle"
"1805","US",87,50,"California","Shafer 2011 Merlot (Napa Valley)","Merlot","Shafer"
"1806","Spain",86,19,"Galicia","Valmiñor 2011 Edición Especial 10 Años Albariño (Rías Baixas)","Albariño","Valmiñor"
"1807","Romania",86,9,"Romania","Cramele Recas 2014 Legendary Estate Series Cabernet Sauvignon (Romania)","Cabernet Sauvignon","Cramele Recas"
"1808","Italy",95,100,"Central Italy","Arnaldo Caprai 2007 25 Anni  (Sagrantino di Montefalco)","Sagrantino","Arnaldo Caprai"
"1809","US",87,18,"California","Frog's Leap 2010 Sauvignon Blanc (Rutherford)","Sauvignon Blanc","Frog's Leap"
"1810","Chile",84,12,"Loncomilla Valley","Cremaschi Furlotti 2010 Reserva Carmenère (Loncomilla Valley)","Carmenère","Cremaschi Furlotti"
"1811","US",89,38,"California","J. Rickards 2012 Five Sisters Blend Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","J. Rickards"
"1812","Italy",90,25,"Tuscany","Riecine 2011  Chianti Classico","Sangiovese","Riecine"
"1813","US",90,36,"New York","The Grapes of Roth 2009 Noble Roth Late Harvest Riesling (Long Island)","Riesling","The Grapes of Roth"
"1814","France",88,15,"Loire Valley","Bedouet 2016 Le Domaine Sur Lie  (Muscadet Sèvre et Maine)","Melon","Bedouet"
"1815","Italy",84,24,"Northeastern Italy","Poggiobello 2014 Ribolla Gialla (Friuli Colli Orientali)","Ribolla Gialla","Poggiobello"
"1816","Portugal",93,60,"Dão","Casa da Passarella 2012 Villa Oliveira Vinha das Pedras Altas Red (Dão)","Portuguese Red","Casa da Passarella"
"1817","US",87,45,"California","EOS 2008 Cupa Grandis Grand Barrel Reserve Chardonnay (Paso Robles)","Chardonnay","EOS"
"1818","France",86,10,"Bordeaux","Château Roc de Ségur 2014  Bordeaux","Bordeaux-style Red Blend","Château Roc de Ségur"
"1819","US",87,28,"Washington","Skylite Cellars 2007 Cabernet Sauvignon (Walla Walla Valley (WA))","Cabernet Sauvignon","Skylite Cellars"
"1820","France",92,NA,"Bordeaux","Château du Glana 2010 Barrel sample  (Saint-Julien)","Bordeaux-style Red Blend","Château du Glana"
"1821","France",88,15,"Bordeaux","Château Lauduc 2014 Tradition  (Bordeaux Supérieur)","Bordeaux-style Red Blend","Château Lauduc"
"1822","Italy",94,28,"Tuscany","Castelli del Grevepesa 2010 Lamole Gran Selezione  (Chianti Classico)","Sangiovese","Castelli del Grevepesa"
"1823","Portugal",87,NA,"Port","Smith Woodhouse 2011 Vintage  (Port)","Port","Smith Woodhouse"
"1824","Italy",87,19,"Veneto","Le Colture NV Cruner Dry  (Prosecco di Valdobbiadene)","Prosecco","Le Colture"
"1825","US",85,10,"California","Chumeia 2000 Cabernet Sauvignon (California)","Cabernet Sauvignon","Chumeia"
"1826","US",86,22,"California","Piccolo 2013 Ribolla Gialla (Russian River Valley)","Ribolla Gialla","Piccolo"
"1827","US",85,13,"California","Four Paws & A Tail NV Brut Sparkling (California)","Sparkling Blend","Four Paws & A Tail"
"1828","US",89,29,"California","Straight Line 2011 Syrah (Santa Barbara County)","Syrah","Straight Line"
"1829","France",92,NA,"Burgundy","Domaine Chantal Lescure 2011 Les Damodes  (Nuits-St.-Georges)","Pinot Noir","Domaine Chantal Lescure"
"1830","US",93,50,"California","Savannah-Chanelle 2010 Regan Vineyard Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Savannah-Chanelle"
"1831","Italy",89,NA,"Piedmont","Poderi Colla 2015  Dolcetto d'Alba","Dolcetto","Poderi Colla"
"1832","France",86,25,"Provence","Domaine de Souviou 2009 Rosé (Bandol)","Rosé","Domaine de Souviou"
"1833","US",84,13,"California","Magnolia Court 2012 Cabernet Sauvignon (Central Coast)","Cabernet Sauvignon","Magnolia Court"
"1834","South Africa",88,15,"Robertson","Enon 2005 Que Sera Shiraz (Robertson)","Shiraz","Enon"
